,Round,In_Out,Plate,Sample,Vol,C_Dilution,C_Count,C_pfu/mL,C_pfu/well,C_log(pfu/mL),C_log(pfu/well),C_log(change),C_log(enrichment),K_Dilution,K_Count,K_pfu/mL,K_pfu/well,K_log(pfu/mL),K_log(pfu/well),K_log(enrichment),log(carb-kan/ml),log(carb-kan/well),kind,fraction,r,plate_n,sample_full
429,R4,out,1+,E10,0.2,-3.0,75.428749,75428749.0,15085749.8,7.877536904919944,7.178566900583926,5.035984462884187,0.14545311675999795,,,,,,,,,,+,+,4,1,1.E10
430,R4,out,1+,E11,0.2,-2.0,46.155079,4615507.9,923101.5800000001,6.664219498651308,5.965249494315289,6.189946058054101,-1.160139827855219,,,,,,,,,,+,+,4,1,1.E11
431,R4,out,1+,E12,0.2,-2.0,31.786407,3178640.7,635728.1400000001,6.502241439891439,5.803271435555421,6.34724496802952,-0.3858589355579314,,,,,,,,,,+,+,4,1,1.E12
432,R4,in,1+,F7,0.2,-8.0,107.343491,10734349100000.0,2146869820000.0,13.030775715204628,12.331805710868608,,,,,,,,,,,,+,i,4,1,1.F7
433,R4,in,1+,F8,0.2,-8.0,102.822136,10282213600000.0,2056442720000.0,13.012086621544027,12.313116617208008,,,,,,,,,,,,+,i,4,1,1.F8
434,R4,in,1+,F9,0.2,-8.0,111.29463200000001,11129463200000.0,2225892640000.0,13.046474217802814,12.347504213466795,,,,,,,,,,,,+,i,4,1,1.F9
435,R4,in,1+,F10,0.2,-8.0,112.120934,11212093400000.0,2242418680000.0,13.049686706902703,12.350716702566684,,,,,,,,,,,,+,i,4,1,1.F10
436,R4,in,1+,F11,0.2,-8.0,116.721649,11672164900000.0,2334432980000.0,13.067151414479483,12.368181410143464,,,,,,,,,,,,+,i,4,1,1.F11
437,R4,in,1+,F12,0.2,-8.0,108.963303,10896330300000.0,2179266060000.0,13.037280259518525,12.338310255182506,,,,,,,,,,,,+,i,4,1,1.F12
438,R4,out,1+,F7,0.2,-3.0,39.960213,39960213.0,7992042.600000001,7.601627794480824,6.902657790144805,5.4291479207238025,-0.0014282265073575218,,,,,,,,,,+,+,4,1,1.F7
439,R4,out,1+,F8,0.2,-3.0,105.722046,105722046.0,21144409.200000003,8.024165559282903,7.325195554946884,4.987921062261124,1.8305402520192553,,,,,,,,,,+,+,4,1,1.F8
440,R4,out,1+,F9,0.2,-2.0,51.089153,5108915.300000001,1021783.0600000002,6.708328702633811,6.009358698297793,6.3381455151690025,0.31776546486903534,,,,,,,,,,+,+,4,1,1.F9
441,R4,out,1+,F10,0.2,-2.0,52.592049,5259204.9,1051840.9800000002,6.720920091369807,6.0219500870337885,6.328766615532896,0.278296198082824,,,,,,,,,,+,+,4,1,1.F10
442,R4,out,1+,F11,0.2,-2.0,42.047401,4204740.1,840948.02,6.623739156703684,5.9247691523676655,6.443412257775798,0.13210234742089977,,,,,,,,,,+,+,4,1,1.F11
443,R4,out,1+,F12,0.2,-2.0,45.871429,4587142.9,917428.5800000001,6.661542269609809,5.962572265273789,6.375737989908717,0.8133541998545928,,,,,,,,,,+,+,4,1,1.F12
444,R4,in,1+,G7,0.2,-8.0,65.937607,6593760700000.0,1318752140000.0,12.819133181728072,12.120163177392053,,,,,,,,,,,,+,i,4,1,1.G7
445,R4,in,1+,G8,0.2,-8.0,84.278229,8427822900000.0,1685564580000.0,12.925715400884703,12.226745396548685,,,,,,,,,,,,+,i,4,1,1.G8
446,R4,in,1+,G9,0.2,-8.0,86.346077,8634607699999.999,1726921540000.0,12.936242610855935,12.237272606519916,,,,,,,,,,,,+,i,4,1,1.G9
447,R4,in,1+,G10,0.2,-8.0,49.216778,4921677800000.0,984335560000.0,12.692113179000621,11.993143174664603,,,,,,,,,,,,+,i,4,1,1.G10
448,R4,in,1+,G11,0.2,-8.0,80.786346,8078634599999.999,1615726920000.0,12.907337965255511,12.208367960919492,,,,,,,,,,,,+,i,4,1,1.G11
449,R4,in,1+,G12,0.2,-8.0,59.141388,5914138800000.0,1182827760000.0,12.771891512845952,12.072921508509934,,,,,,,,,,,,+,i,4,1,1.G12
450,R4,out,1+,G7,0.2,-2.0,53.147583,5314758.3,1062951.66,6.725483518838039,6.02651351450202,6.093649662890033,-0.3302774003880975,,,,,,,,,,+,+,4,1,1.G7
451,R4,out,1+,G8,0.2,-3.0,47.304794,47304794.0,9460958.8,7.674905155584417,6.9759351512483985,5.250810245300286,0.7888691660338969,,,,,,,,,,+,+,4,1,1.G8
452,R4,out,1+,G9,0.2,-2.0,80.020958,8002095.799999999,1600419.16,6.9032037463884315,6.204233742052413,6.033038864467503,0.10059209447096595,,,,,,,,,,+,+,4,1,1.G9
453,R4,out,1+,G10,0.2,-2.0,79.904282,7990428.199999999,1598085.64,6.902570053395871,6.203600049059852,5.789543125604751,0.33863802244360297,,,,,,,,,,+,+,4,1,1.G10
454,R4,out,1+,G11,0.2,-2.0,27.052521,2705252.1,541050.42,6.432207742839001,5.733237738502982,6.47513022241651,-0.2557209330906902,,,,,,,,,,+,+,4,1,1.G11
455,R4,out,1+,G12,0.2,-3.0,32.740387,32740387.0,6548077.4,7.515083808581456,6.816113804245437,5.256807704264497,0.4420931424638921,,,,,,,,,,+,+,4,1,1.G12
456,R4,in,2+,A1,0.2,-8.0,21.559853,2155985300000.0,431197060000.0,12.333645795405866,11.634675791069848,,,,,,,,,,,,+,i,4,2,2.A1
457,R4,in,2+,A2,0.2,-8.0,22.312946,2231294600000.0,446258920000.0,12.348556914393102,11.649586910057083,,,,,,,,,,,,+,i,4,2,2.A2
458,R4,in,2+,A3,0.2,-8.0,49.609833,4960983300000.0,992196660000.0,12.69556776508697,11.996597760750952,,,,,,,,,,,,+,i,4,2,2.A3
459,R4,in,2+,A4,0.2,-8.0,72.010353,7201035299999.999,1440207060000.0,12.85739493986933,12.158424935533311,,,,,,,,,,,,+,i,4,2,2.A4
460,R4,in,2+,A5,0.2,-8.0,44.482338,4448233800000.0,889646760000.0,12.648187605773055,11.949217601437036,,,,,,,,,,,,+,i,4,2,2.A5
461,R4,in,2+,A6,0.2,-8.0,64.414032,6441403200000.001,1288280640000.0002,12.808980484694578,12.110010480358559,,,,,,,,,,,,+,i,4,2,2.A6
462,R4,out,2+,A1,0.2,-2.0,22.910856,2291085.6,458217.12000000005,6.360041315690123,5.661071311354104,5.9736044797157435,-1.3521491377035044,,,,,,,,,,+,+,4,2,2.A1
463,R4,out,2+,A2,0.2,-3.0,14.661806,14661806.0,2932361.2,7.166187468772107,6.4672174644360885,5.182369445620995,0.07452002940872227,,,,,,,,,,+,+,4,2,2.A2
464,R4,out,2+,A3,0.2,-3.0,18.515713,18515713.0,3703142.6,7.267540440447222,6.568570436111203,5.428027324639748,0.2912762740369761,,,,,,,,,,+,+,4,2,2.A3
465,R4,out,2+,A4,0.2,-2.0,39.113415,3911341.5000000005,782268.3000000002,6.592325735944671,5.8933557316086524,6.265069203924659,-0.3824593887181207,,,,,,,,,,+,+,4,2,2.A4
466,R4,out,2+,A5,0.2,-2.0,40.066551,4006655.0999999996,801331.02,6.602781959199947,5.9038119548639285,6.045405646573108,-0.1440250281017006,,,,,,,,,,+,+,4,2,2.A5
467,R4,out,2+,A6,0.2,-2.0,40.431675,4043167.5,808633.5,6.606721733621301,5.907751729285282,6.202258751073277,-1.156748931022035,,,,,,,,,,+,+,4,2,2.A6
468,R4,in,2+,C7,0.2,-8.0,86.860252,8686025200000.0,1737205040000.0,12.938821085008373,12.239851080672354,,,,,,,,,,,,+,i,4,2,2.C7
469,R4,in,2+,C8,0.2,-8.0,84.384102,8438410200000.0,1687682040000.0,12.926260633070802,12.227290628734782,,,,,,,,,,,,+,i,4,2,2.C8
470,R4,in,2+,C9,0.2,-8.0,75.215309,7521530900000.0,1504306180000.0,12.876306244016675,12.177336239680656,,,,,,,,,,,,+,i,4,2,2.C9
471,R4,in,2+,C10,0.2,-8.0,57.458599,5745859900000.0,1149171980000.0,12.759355032481078,12.06038502814506,,,,,,,,,,,,+,i,4,2,2.C10
472,R4,in,2+,C11,0.2,-8.0,57.663963,5766396300000.0,1153279260000.0,12.760904486298601,12.061934481962583,,,,,,,,,,,,+,i,4,2,2.C11
473,R4,in,2+,C12,0.2,-8.0,58.776253,5877625300000.0,1175525060000.0,12.769201896243347,12.070231891907328,,,,,,,,,,,,+,i,4,2,2.C12
474,R4,out,2+,C7,0.2,-3.0,29.631563,29631563.0,5926312.600000001,7.471754560166255,6.772784555830237,5.467066524842117,1.7101129920938325,,,,,,,,,,+,+,4,2,2.C7
475,R4,out,2+,C8,0.2,-2.0,48.423542,4842354.2,968470.8400000001,6.685056553275771,5.986086548939753,6.241204079795029,0.1280698179758959,,,,,,,,,,+,+,4,2,2.C8
476,R4,out,2+,C9,0.2,-2.0,65.235649,6523564.899999999,1304712.98,6.814484987342106,6.115514983006087,6.061821256674569,0.37114774578777787,,,,,,,,,,+,+,4,2,2.C9
477,R4,out,2+,C10,0.2,-2.0,38.144051,3814405.0999999996,762881.02,6.581426814392217,5.8824568100561985,6.177928218088861,-0.09175443858724908,,,,,,,,,,+,+,4,2,2.C10
478,R4,out,2+,C11,0.2,-2.0,77.748512,7774851.2,1554970.2400000002,6.890692085977036,6.191722081641017,5.870212400321566,-0.034493850959852246,,,,,,,,,,+,+,4,2,2.C11
479,R4,out,2+,C12,0.2,-3.0,37.797672,37797672.0,7559534.4,7.577465051988319,6.8784950476523,5.191736844255028,0.6915977384557968,,,,,,,,,,+,+,4,2,2.C12
480,R4,in,2+,E1,0.2,-5.0,38.660309,3866030900.0,773206180.0,9.587265320889085,8.888295316553066,,,,,,,,,,,,+,i,4,2,2.E1
481,R4,in,2+,E2,0.2,-8.0,46.375229,4637522900000.0,927504580000.0,12.6662860671663,11.967316062830282,,,,,,,,,,,,+,i,4,2,2.E2
482,R4,in,2+,E3,0.2,-8.0,61.489632,6148963200000.0,1229792640000.0,12.788801893909056,12.089831889573038,,,,,,,,,,,,+,i,4,2,2.E3
483,R4,in,2+,E4,0.2,-7.0,64.374046,643740460000.0001,128748092000.00003,11.808710806010323,11.109740801674304,,,,,,,,,,,,+,i,4,2,2.E4
484,R4,in,2+,E5,0.2,-7.0,90.242569,902425690000.0,180485138000.0,11.95541145018806,11.256441445852042,,,,,,,,,,,,+,i,4,2,2.E5
485,R4,in,2+,E6,0.2,-8.0,38.439198,3843919799999.9995,768783960000.0,12.584774317919297,11.885804313583279,,,,,,,,,,,,+,i,4,2,2.E6
486,R4,out,2+,E1,0.2,-1.0,13.317863,133178.63,26635.726000000002,5.124434543020105,4.4254645386840865,4.462830777868979,-0.6887783467716071,,,,,,,,,,+,+,4,2,2.E1
487,R4,out,2+,E2,0.2,-2.0,97.575691,9757569.100000001,1951513.8200000003,6.989341635499526,6.290371631163508,5.676944431666774,0.14214202522848307,,,,,,,,,,+,+,4,2,2.E2
488,R4,out,2+,E3,0.2,-2.0,95.8452,9584520.0,1916904.0,6.981570367963045,6.282600363627027,5.807231525946011,0.17197541293870078,,,,,,,,,,+,+,4,2,2.E3
489,R4,out,2+,E4,0.2,-2.0,111.734726,11173472.6,2234694.52,7.0481881683383305,6.349218164002312,4.7605226376719925,0.5701242011352736,,,,,,,,,,+,+,4,2,2.E4
490,R4,out,2+,E5,0.2,-2.0,35.257324,3525732.4,705146.48,6.547249346643497,5.848279342307478,5.408162103544564,-0.2575905141281778,,,,,,,,,,+,+,4,2,2.E5
491,R4,out,2+,E6,0.2,-2.0,54.462982,5446298.199999999,1089259.64,6.73610141648779,6.037131412151771,5.848672901431508,-0.16698699618380353,,,,,,,,,,+,+,4,2,2.E6
492,R4,in,2+,G7,0.2,-8.0,60.544872,6054487200000.0,1210897440000.0,12.782077365374796,12.083107361038778,,,,,,,,,,,,+,i,4,2,2.G7
493,R4,in,2+,G8,0.2,-8.0,41.665802,4166580200000.0,833316040000.0,12.61977974571579,11.920809741379772,,,,,,,,,,,,+,i,4,2,2.G8
494,R4,in,2+,G9,0.2,-8.0,31.88541,3188541000000.0,637708200000.0,12.503592005754598,11.80462200141858,,,,,,,,,,,,+,i,4,2,2.G9
495,R4,in,2+,G10,0.2,-7.0,27.943298,279432980000.0,55886596000.0,11.446277662289058,10.747307657953039,,,,,,,,,,,,+,i,4,2,2.G10
496,R4,in,2+,G11,0.2,-8.0,27.780005,2778000500000.0,555600100000.0,12.443732319568344,11.744762315232324,,,,,,,,,,,,+,i,4,2,2.G11
497,R4,in,2+,G12,0.2,-7.0,77.16703,771670300000.0,154334060000.0,11.887431785471765,11.188461781135747,,,,,,,,,,,,+,i,4,2,2.G12
498,R4,out,2+,G7,0.2,-4.0,30.758911,307589110.0,61517822.0,8.487970955477154,7.789000951141135,4.294106409897642,1.7029821256400872,,,,,,,,,,+,+,4,2,2.G7
499,R4,out,2+,G8,0.2,-2.0,78.19223,7819222.999999999,1563844.5999999999,6.8931635991496165,6.194193594813598,5.726616146566174,-0.05791544724505382,,,,,,,,,,+,+,4,2,2.G8
500,R4,out,2+,G9,0.2,-2.0,53.198429,5319842.899999999,1063968.5799999998,6.725898807356982,6.026928803020963,5.777693198397616,-0.05613075384186583,,,,,,,,,,+,+,4,2,2.G9
501,R4,out,2+,G10,0.2,-2.0,62.565819,6256581.899999999,1251316.38,6.796337133946708,6.0973671296106895,4.649940528342349,0.4063719034843496,,,,,,,,,,+,+,4,2,2.G10
502,R4,out,2+,G11,0.2,-2.0,81.775558,8177555.800000001,1635511.1600000001,6.91262351623932,6.213653511903301,5.5311088033290225,0.4942549310648596,,,,,,,,,,+,+,4,2,2.G11
503,R4,out,2+,G12,0.2,-2.0,121.682487,12168248.7,2433649.7399999998,7.085228077436614,6.386258073100596,4.802203708035151,0.5780808319162158,,,,,,,,,,+,+,4,2,2.G12
0,R1,in,1-,input,0.2,-8.0,500.0,50000000000000.0,10000000000000.0,13.758196664603952,13.0,,,,,,,,,,,,-,i,1,1,1.input
1,R1,out,1-,A2,0.2,-5.0,65.0,6500000000.0,1300000000.0,9.812913356642856,9.113943352306837,3.886056647693163,,,,,,,,,,,-,-,1,1,1.A2
2,R1,out,1-,A3,0.2,-6.0,31.0,31000000000.0,6200000000.0,10.491361693834273,9.792391689498254,3.2076083105017457,,,,,,,,,,,-,-,1,1,1.A3
3,R1,out,1-,A4,0.2,-5.0,46.0,4600000000.0,920000000.0,9.662757831681574,8.963787827345556,4.036212172654444,,,,,,,,,,,-,-,1,1,1.A4
4,R1,out,1-,A5,0.2,-5.0,52.0,5200000000.0,1040000000.0,9.7160033436348,9.01703333929878,3.9829666607012193,,,,,,,,,,,-,-,1,1,1.A5
5,R1,out,1-,A6,0.2,-5.0,59.0,5900000000.0,1180000000.0,9.770852011642145,9.071882007306126,3.928117992693874,,,,,,,,,,,-,-,1,1,1.A6
24,R1,in,1-,E1,0.2,-5.0,48.0,4800000000.0,960000000.0,9.681241237375588,8.982271233039569,4.017728766960431,,,,,,,,,,,-,i,1,1,1.E1
25,R1,out,1-,E2,0.2,-5.0,38.0,3800000000.0,760000000.0,9.57978359661681,8.880813592280791,4.119186407719209,,,,,,,,,,,-,-,1,1,1.E2
26,R1,out,1-,E3,0.2,-5.0,42.0,4200000000.0,840000000.0,9.6232492903979,8.924279286061882,4.075720713938118,,,,,,,,,,,-,-,1,1,1.E3
27,R1,out,1-,E4,0.2,-5.0,29.0,2900000000.0,580000000.0,9.462397997898956,8.763427993562937,4.236572006437063,,,,,,,,,,,-,-,1,1,1.E4
28,R1,out,1-,E5,0.2,-5.0,33.0,3300000000.0,660000000.0,9.518513939877888,8.81954393554187,4.180456064458131,,,,,,,,,,,-,-,1,1,1.E5
29,R1,out,1-,E6,0.2,-5.0,46.0,4600000000.0,920000000.0,9.662757831681574,8.963787827345556,4.036212172654444,,,,,,,,,,,-,-,1,1,1.E6
48,R1,in,2-,input,0.2,-8.0,500.0,50000000000000.0,10000000000000.0,13.457694598000844,13.0,,,,,,,,,,,,-,i,1,2,2.input
49,R1,out,2-,A2,0.2,-6.0,18.0,18000000000.0,3600000000.0,10.255272505103306,9.556302500767288,3.4436974992327123,,,,,,,,,,,-,-,1,2,2.A2
50,R1,out,2-,A3,0.2,-6.0,15.0,15000000000.0,3000000000.0,10.176091259055681,9.477121254719663,3.5228787452803374,,,,,,,,,,,-,-,1,2,2.A3
51,R1,out,2-,A4,0.2,-6.0,17.0,17000000000.0,3400000000.0,10.230448921378274,9.531478917042255,3.4685210829577446,,,,,,,,,,,-,-,1,2,2.A4
52,R1,out,2-,A5,0.2,-6.0,12.0,12000000000.0,2400000000.0,10.079181246047625,9.380211241711606,3.6197887582883936,,,,,,,,,,,-,-,1,2,2.A5
53,R1,out,2-,A6,0.2,-6.0,17.0,17000000000.0,3400000000.0,10.230448921378274,9.531478917042255,3.4685210829577446,,,,,,,,,,,-,-,1,2,2.A6
72,R1,in,2-,E1,0.2,-5.0,48.0,4800000000.0,960000000.0,9.681241237375588,8.982271233039569,4.017728766960431,,,,,,,,,,,-,i,1,2,2.E1
73,R1,out,2-,E2,0.2,-5.0,18.0,1800000000.0,360000000.0,9.255272505103306,8.556302500767288,4.443697499232712,,,,,,,,,,,-,-,1,2,2.E2
74,R1,out,2-,E3,0.2,-5.0,24.0,2400000000.0,480000000.0,9.380211241711606,8.681241237375588,4.318758762624412,,,,,,,,,,,-,-,1,2,2.E3
75,R1,out,2-,E4,0.2,-5.0,11.0,1100000000.0,220000000.0,9.041392685158225,8.342422680822207,4.657577319177793,,,,,,,,,,,-,-,1,2,2.E4
76,R1,out,2-,E5,0.2,-5.0,11.0,1100000000.0,220000000.0,9.041392685158225,8.342422680822207,4.657577319177793,,,,,,,,,,,-,-,1,2,2.E5
77,R1,out,2-,E6,0.2,-5.0,11.0,1100000000.0,220000000.0,9.041392685158225,8.342422680822207,4.657577319177793,,,,,,,,,,,-,-,1,2,2.E6
162,R2,out,1-,A1,0.2,-3.0,31.0,31000000.0,6200000.0,7.491361693834273,6.7923916894982534,5.249000995659972,,,,,,,,,,,-,-,2,1,1.A1
163,R2,out,1-,A2,0.2,-3.0,20.0,20000000.0,4000000.0,7.301029995663981,6.6020599913279625,5.550228353055093,,,,,,,,,,,-,-,2,1,1.A2
164,R2,out,1-,A3,0.2,-3.0,20.0,20000000.0,4000000.0,7.301029995663981,6.6020599913279625,5.041392685158225,,,,,,,,,,,-,-,2,1,1.A3
165,R2,out,1-,A4,0.2,-3.0,10.0,10000000.0,2000000.0,7.0,6.301029995663981,5.6127838567197355,,,,,,,,,,,-,-,2,1,1.A4
166,R2,out,1-,A5,0.2,-3.0,26.0,26000000.0,5200000.0,7.414973347970818,6.7160033436347994,5.384367201482764,,,,,,,,,,,-,-,2,1,1.A5
167,R2,out,1-,A6,0.2,-3.0,34.0,34000000.0,6800000.0,7.531478917042255,6.832508912706237,5.382334935341461,,,,,,,,,,,-,-,2,1,1.A6
174,R2,out,1-,C1,0.2,-3.0,11.0,11000000.0,2200000.0,7.041392685158225,6.342422680822207,5.77152067148463,,,,,,,,,,,-,-,2,1,1.C1
175,R2,out,1-,C2,0.2,-3.0,23.0,23000000.0,4600000.0,7.361727836017593,6.662757831681574,5.507503883713383,,,,,,,,,,,-,-,2,1,1.C2
176,R2,out,1-,C3,0.2,-3.0,23.0,23000000.0,4600000.0,7.361727836017593,6.662757831681574,5.416423414366051,,,,,,,,,,,-,-,2,1,1.C3
177,R2,out,1-,C4,0.2,-3.0,9.0,9000000.0,1800000.0,6.954242509439325,6.2552725051033065,5.61395921462767,,,,,,,,,,,-,-,2,1,1.C4
178,R2,out,1-,C5,0.2,-3.0,23.0,23000000.0,4600000.0,7.361727836017593,6.662757831681574,5.301029995663981,,,,,,,,,,,-,-,2,1,1.C5
179,R2,out,1-,C6,0.2,-3.0,13.0,13000000.0,2600000.0,7.113943352306837,6.414973347970818,5.509305938091064,,,,,,,,,,,-,-,2,1,1.C6
186,R2,out,1-,E1,0.2,-3.0,53.0,53000000.0,10600000.0,7.724275869600789,7.02530586526477,5.0465761420413555,,,,,,,,,,,-,-,2,1,1.E1
187,R2,out,1-,E2,0.2,-3.0,53.0,53000000.0,10600000.0,7.724275869600789,7.02530586526477,4.24885198399891,,,,,,,,,,,-,-,2,1,1.E2
188,R2,out,1-,E3,0.2,-3.0,74.0,74000000.0,14800000.0,7.869231719730976,7.1702617153949575,4.8297382846050425,,,,,,,,,,,-,-,2,1,1.E3
189,R2,out,1-,E4,0.2,-3.0,42.0,42000000.0,8400000.0,7.623249290397901,6.924279286061882,5.202825512302926,,,,,,,,,,,-,-,2,1,1.E4
190,R2,out,1-,E5,0.2,-3.0,24.0,24000000.0,4800000.0,7.380211241711606,6.681241237375588,6.318758762624412,,,,,,,,,,,-,-,2,1,1.E5
191,R2,out,1-,E6,0.2,-3.0,62.0,62000000.0,12400000.0,7.7923916894982534,7.093421685162235,5.906578314837765,,,,,,,,,,,-,-,2,1,1.E6
198,R2,out,2-,G1,0.2,-3.0,24.0,24000000.0,4800000.0,7.380211241711606,6.681241237375588,5.199572354905204,,,,,,,,,,,-,-,2,2,2.G1
199,R2,out,2-,G2,0.2,-3.0,30.0,30000000.0,6000000.0,7.477121254719663,6.778151250383644,5.286306738843274,,,,,,,,,,,-,-,2,2,2.G2
200,R2,out,2-,G3,0.2,-3.0,97.0,97000000.0,19400000.0,7.986771734266245,7.2878017299302265,4.839303068434582,,,,,,,,,,,-,-,2,2,2.G3
201,R2,out,2-,G4,0.2,-3.0,47.0,47000000.0,9400000.0,7.672097857935717,6.973127853599698,4.981114655839627,,,,,,,,,,,-,-,2,2,2.G4
202,R2,out,2-,G5,0.2,-3.0,114.0,114000000.0,22800000.0,8.056904851336473,7.357934847000454,4.846185135655471,,,,,,,,,,,-,-,2,2,2.G5
203,R2,out,2-,G6,0.2,-3.0,45.0,45000000.0,9000000.0,7.653212513775344,6.954242509439325,5.296177492869569,,,,,,,,,,,-,-,2,2,2.G6
210,R2,out,2-,A1,0.2,-3.0,51.0,51000000.0,10200000.0,7.707570176097937,7.008600171761918,3.6726410656136697,,,,,,,,,,,-,-,2,2,2.A1
