,Date,Titer_Plate,Round,In_Out,Plate,Sample,Vol,C_Dilution,C_Count,C_pfu/mL,C_pfu/well,C_log(pfu/mL),C_log(pfu/well),C_log(change),Group_mean(log_pfu/well),Group_std(log_pfu/well),Notes,C_log(enrichment),1x_input_vs_1/100x_input,K_Dilution,K_Count,K_pfu/mL,K_pfu/well,K_log(pfu/mL),K_log(pfu/well),K_log(enrichment),log(carb-kan/ml),log(carb-kan/well),kind,fraction,r,sample_full
0,2022-10-15,1.0,R5,in,1+,A1,0.6,-8,133.38353,13338353000000.0,8003011800000.0,13.125102206854075,12.903253457237717,,13.111909824200104,0.027111413122443206,,,,-8.0,100.0,10000000000000.0,6000000000000.0,13.0,12.778151250383644,,0.12510220685407525,0.12510220685407347,+,i,5,A1
1,,,R5,in,1+,A2,0.6,-8,134.832016,13483201600000.002,8089920960000.001,13.129793028113236,12.907944278496878,,,,,,,,,,,,,,,,+,i,5,A2
2,,,R5,in,1+,A3,0.6,-8,124.114471,12411447100000.0,7446868260000.0,13.093822420572506,12.87197367095615,,,,,,,,,,,,,,,,+,i,5,A3
3,,,R5,in,1+,A4,0.6,-8,124.551857,12455185700000.0,7473111420000.0,13.095350207013759,12.873501457397403,,,,,,,,,,,,,,,,+,i,5,A4
4,,,R5,in,1+,A5,0.6,-8,119.625549,11962554900000.0,7177532940000.0,13.077823943906099,12.855975194289742,,,,,,,,,,,,,,,,+,i,5,A5
5,,,R5,in,1+,A6,0.6,-8,141.113037,14111303700000.0,8466782220000.0,13.149567138740952,12.927718389124596,,,,,,,,,,,,,,,,+,i,5,A6
6,,,R5,out,1+,A1,0.5,-4,24.595459,245954590.00000003,122977295.00000001,8.39085493176655,8.089824936102568,4.813428521135149,8.583864723899886,0.6967933117069468,,,,,,,,,,,,,+,+,5,A1
7,,,R5,out,1+,A2,0.5,-3,59.92498,59924980.0,29962490.0,7.777607897759657,7.476577902095676,5.4313663764012015,,,,,,,,,,,,,,,+,+,5,A2
8,,,R5,out,1+,A3,0.5,-4,48.225204,482252040.0,241126020.0,8.68327407345199,8.382244077788009,4.489729593168141,,,,,,,,,,,,,,,+,+,5,A3
9,,,R5,out,1+,A4,0.5,-4,13.414162,134141619.99999999,67070809.99999999,8.127563546918994,7.826533551255012,5.046967906142391,,,,,,,,,,,,,,,+,+,5,A4
10,,,R5,out,1+,A5,0.5,-4,51.644508,516445080.0,258222540.0,8.713024144401407,8.411994148737426,4.4439810455523165,,,,,,,,,,,,,,,+,+,5,A5
11,,,R5,out,1+,A6,0.5,-5,64.693962,6469396200.0,3234698100.0,9.810863749100719,9.509833753436737,3.4178846356878587,,,,,,,,,,,,,,,+,+,5,A6
12,,2.0,R5,in,1+,A7,0.6,-8,81.987213,8198721300000.0,4919232780000.0,12.913746123644996,12.69189737402864,,12.915068449343783,0.12514759507077328,,,,,,,,,,,,,+,i,5,A7
13,,,R5,in,1+,A8,0.6,-8,107.617531,10761753100000.0,6457051860000.0,13.031883024084978,12.810034274468622,,,,,,,,,,,,,,,,+,i,5,A8
14,,,R5,in,1+,A9,0.6,-8,106.67366,10667366000000.0,6400419600000.0,13.02805719609886,12.806208446482502,,,,,,,,,,,,,,,,+,i,5,A9
15,,,R5,in,1+,A10,0.6,-8,54.930477,5493047700000.0,3295828620000.0,12.739813370322441,12.517964620706085,,,,,,,,,,,,,,,,+,i,5,A10
16,,,R5,in,1+,A11,0.6,-8,61.524055,6152405500000.0,3691443300000.0,12.78904495172978,12.567196202113424,,,,,,,,,,,,,,,,+,i,5,A11
17,,,R5,in,1+,A12,0.6,-8,97.24472,9724472000000.0,5834683200000.0,12.987866030181646,12.76601728056529,,,,,,,,,,,,,,,,+,i,5,A12
18,,,R5,out,1+,A7,0.5,-3,42.319,42319000.0,21159500.0,7.626535396748938,7.325505401084957,5.366391972943683,7.858632277641701,0.4685773525302028,,,,,,,,,,,,,+,+,5,A7
19,,,R5,out,1+,A8,0.5,-3,19.637877,19637877.0,9818938.5,7.293094535537429,6.992064539873447,5.817969734595175,,,,,,,,,,,,,,,+,+,5,A8
20,,,R5,out,1+,A9,0.5,-4,19.777725,197777250.0,98888625.0,8.296176333936119,7.9951463382721375,4.811062108210365,,,,,,,,,,,,,,,+,+,5,A9
21,,,R5,out,1+,A10,0.5,-3,43.40284,43402840.0,21701420.0,7.637518147852949,7.336488152188967,5.1814764685171175,,,,,,,,,,,,,,,+,+,5,A10
22,,,R5,out,1+,A11,0.5,-3,56.551445,56551445.0,28275722.5,7.752443706476481,7.4514137108125,5.115782491300924,,,,,,,,,,,,,,,+,+,5,A11
23,,,R5,out,1+,A12,0.5,-4,35.158112,351581120.0,175790560.0,8.546025545298289,8.244995549634307,4.521021730930983,,,,,,,,,,,,,,,+,+,5,A12
24,,3.0,R5,in,1+,B1,0.6,-8,81.771317,8177131700000.0,4906279020000.0,12.912600992508454,12.690752242892097,,12.90218514339824,0.08562199585848798,,,,,,,,,,,,,+,i,5,B1
25,,,R5,in,1+,B2,0.6,-8,104.929779,10492977900000.0,6295786740000.0,13.020898758165295,12.799050008548939,,,,,,,,,,,,,,,,+,i,5,B2
26,,,R5,in,1+,B3,0.6,-8,73.92749,7392749000000.001,4435649400000.0,12.86880596120016,12.646957211583803,,,,,,,,,,,,,,,,+,i,5,B3
27,,,R5,in,1+,B4,0.6,-8,78.867508,7886750800000.0,4732050480000.0,12.896898118511494,12.675049368895138,,,,,,,,,,,,,,,,+,i,5,B4
28,,,R5,in,1+,B5,0.6,-8,89.072655,8907265500000.0,5344359300000.0,12.94974439757971,12.727895647963352,,,,,,,,,,,,,,,,+,i,5,B5
29,,,R5,in,1+,B6,0.6,-8,58.098194,5809819400000.0,3485891640000.0,12.764162632424327,12.54231388280797,,,,,,,,,,,,,,,,+,i,5,B6
30,,,R5,out,1+,B1,0.5,-4,42.744488,427444879.99999994,213722439.99999997,8.630880119402843,8.329850123738861,4.360902119153236,8.701158420110941,0.46285529079089377,,,,,,,,,,,,,+,+,5,B1
31,,,R5,out,1+,B2,0.5,-4,16.134621,161346210.0,80673105.0,8.207758768342849,7.906728772678867,4.892321235870072,,,,,,,,,,,,,,,+,+,5,B2
32,,,R5,out,1+,B3,0.5,-4,35.885201,358852010.0,179426005.0,8.554915383143125,8.253885387479144,4.393071824104659,,,,,,,,,,,,,,,+,+,5,B3
33,,,R5,out,1+,B4,0.5,-4,27.407227,274072270.0,137036135.0,8.437865096848498,8.136835101184516,4.538214267710622,,,,,,,,,,,,,,,+,+,5,B4
34,,,R5,out,1+,B5,0.5,-4,67.335716,673357160.0,336678580.0,8.828245482459796,8.527215486795816,4.200680161167536,,,,,,,,,,,,,,,+,+,5,B5
35,,,R5,out,1+,B6,0.5,-5,35.260273,3526027300.0,1763013650.0,9.547285670468538,9.246255674804557,3.296058208003414,,,,,,,,,,,,,,,+,+,5,B6
36,,4.0,R5,in,1+,B7,0.6,-8,80.588974,8058897399999.999,4835338439999.999,12.90627562668697,12.684426877070614,,12.82623570150354,0.1505225615574176,,,,,,,,,,,,,+,i,5,B7
37,,,R5,in,1+,B8,0.6,-8,74.596291,7459629099999.999,4475777459999.999,12.872717234466261,12.650868484849905,,,,,,,,,,,,,,,,+,i,5,B8
38,,,R5,in,1+,B9,0.6,-8,92.50312,9250312000000.0,5550187200000.0,12.966156381127488,12.744307631511132,,,,,,,,,,,,,,,,+,i,5,B9
39,,,R5,in,1+,B10,0.6,-8,50.124527,5012452700000.0,3007471620000.0,12.700050287428555,12.478201537812199,,,,,,,,,,,,,,,,+,i,5,B10
40,,,R5,in,1+,B11,0.6,-8,38.352787,3835278700000.0,2301167220000.0,12.583796928512964,12.361948178896608,,,,,,,,,,,,,,,,+,i,5,B11
41,,,R5,in,1+,B12,0.6,-8,84.804276,8480427600000.0,5088256560000.0,12.928417750799001,12.706569001182645,,,,,,,,,,,,,,,,+,i,5,B12
42,,,R5,out,1+,B7,0.5,-3,64.856178,64856178.0,32428089.0,7.811951351946924,7.510921356282942,5.173505520787671,7.80416116492064,0.21018098527227475,,,,,,,,,,,,,+,+,5,B7
43,,,R5,out,1+,B8,0.5,-3,66.856812,66856812.00000001,33428406.000000004,7.825145663853652,7.524115668189671,5.126752816660234,,,,,,,,,,,,,,,+,+,5,B8
44,,,R5,out,1+,B9,0.5,-3,58.842419,58842419.0,29421209.5,7.7696905181812115,7.46866052251723,5.275647108993902,,,,,,,,,,,,,,,+,+,5,B9
45,,,R5,out,1+,B10,0.5,-4,14.934308,149343080.0,74671540.0,8.174185103823701,7.873155108159719,4.60504642965248,,,,,,,,,,,,,,,+,+,5,B10
46,,,R5,out,1+,B11,0.5,-3,34.105003,34105003.0,17052501.5,7.53281809206929,7.2317880964053085,5.130160082491299,,,,,,,,,,,,,,,+,+,5,B11
47,,,R5,out,1+,B12,0.5,-3,51.425232,51425232.0,25712616.0,7.711176259649067,7.4101462639850855,5.29642273719756,,,,,,,,,,,,,,,+,+,5,B12
48,,5.0,R5,out,CS1-,A1,0.5,-4,38.183784,381837840.0,190918920.0,8.581878964625696,8.280848968961715,,7.91808810388538,0.4308866352127432,,-0.19102403285914704,,,,,,,,,,,CS1-,CS1-,5,A1
49,,,R5,out,CS1-,A2,0.5,-4,20.385323,203853230.0,101926615.0,8.3093175971228,8.00828760145882,,,,,-0.5317096993631418,,,,,,,,,,,CS1-,CS1-,5,A2
50,,,R5,out,CS1-,A3,0.5,-4,18.500732,185007320.0,92503660.0,8.267188912039316,7.966158916375335,,,,,0.41608516141267415,,,,,,,,,,,CS1-,CS1-,5,A3
51,,,R5,out,CS1-,A4,0.5,-4,19.256802,192568020.0,96284010.0,8.284584164975811,7.983554169311829,,,,,-0.15702061805681744,,,,,,,,,,,CS1-,CS1-,5,A4
52,,,R5,out,CS1-,A5,0.5,-4,19.712893,197128930.0,98564465.0,8.294750364601008,7.993720368937026,,,,,0.4182737798003995,,,,,,,,,,,CS1-,CS1-,5,A5
53,,,R5,out,CS1-,A6,0.5,-4,11.232307,112323070.0,56161535.0,8.05046896503002,7.7494389693660395,,,,,1.760394784070698,,,,,,,,,,,CS1-,CS1-,5,A6
54,,,R5,out,CS1-,A7,0.5,-3,24.521751,24521751.0,12260875.5,7.3895514781827085,7.088521482518727,,,,,0.2369839185662297,,,,,,,,,,,CS1-,CS1-,5,A7
55,,,R5,out,CS1-,A8,0.5,-3,26.561171,26561171.0,13280585.5,7.424247217820518,7.123217222156537,,,,,-0.13115268228308974,,,,,,,,,,,CS1-,CS1-,5,A8
56,,,R5,out,CS1-,A9,0.5,-3,45.256447,45256447.0,22628223.5,7.655680455300027,7.354650459636047,,,,,0.6404958786360915,,,,,,,,,,,CS1-,CS1-,5,A9
57,,,R5,out,CS1-,A10,0.5,-3,25.041784,25041784.0,12520892.0,7.398665265183639,7.097635269519658,,,,,0.2388528826693097,,,,,,,,,,,CS1-,CS1-,5,A10
58,,,R5,out,CS1-,A11,0.5,-3,32.35215,32352150.0,16176075.0,7.50990314751196,7.208873151847979,,,,,0.24254055896452087,,,,,,,,,,,CS1-,CS1-,5,A11
59,,,R5,out,CS1-,A12,0.5,-3,70.92849,70928490.0,35464245.0,7.850820714231047,7.549790718567066,,,,,0.6952048310672412,,,,,,,,,,,CS1-,CS1-,5,A12
60,,6.0,R5,out,CS2-,A1,0.5,-3,74.059662,74059662.0,37029831.0,7.869581725646588,7.568551729982607,0.712297238979108,7.827267406495161,0.11551393517740009,,0.521273206119961,,,,,,,,,,,CS2-,CS2-,5,A1
61,,,R5,out,CS2-,A2,0.5,-3,82.155052,82155052.0,41077526.0,7.914634274871034,7.613604279207053,0.39468332225176717,,,,-0.13702637711137644,,,,,,,,,,,CS2-,CS2-,5,A2
62,,,R5,out,CS2-,A3,0.5,-3,74.975159,74975159.0,37487579.5,7.874917395441893,7.573887399777912,0.39227151659742265,,,,0.8083566780100968,,,,,,,,,,,CS2-,CS2-,5,A3
63,,,R5,out,CS2-,A4,0.5,-3,64.804062,64804062.0,32402031.0,7.811602228847387,7.510572233183406,0.47298193612842354,,,,0.315961318071607,,,,,,,,,,,CS2-,CS2-,5,A4
64,,,R5,out,CS2-,A5,0.5,-3,66.69352,66693520.00000001,33346760.000000004,7.824083639539417,7.523053643875436,0.4706667250615908,,,,0.8889405048619903,,,,,,,,,,,CS2-,CS2-,5,A5
65,,,R5,out,CS2-,A6,0.5,-3,79.827682,79827682.0,39913841.0,7.902153518608081,7.6011235229441,0.1483154464219396,,,,1.9087102304926375,,,,,,,,,,,CS2-,CS2-,5,A6
66,,,R5,out,CS2-,A7,0.5,-3,63.438091,63438091.0,31719045.5,7.802350105573102,7.501320109909121,-0.4127986273903934,,,,-0.17581470882416372,,,,,,,,,,,CS2-,CS2-,5,A7
67,,,R5,out,CS2-,A8,0.5,-3,56.085815,56085815.0,28042907.5,7.74885303512068,7.447823039456699,-0.3246058173001618,,,,-0.45575849958325154,,,,,,,,,,,CS2-,CS2-,5,A8
68,,,R5,out,CS2-,A9,0.5,-3,67.927017,67927017.0,33963508.5,7.832042543062905,7.531012547398924,-0.1763620877628771,,,,0.4641337908732135,,,,,,,,,,,CS2-,CS2-,5,A9
69,,,R5,out,CS2-,A10,0.5,-3,34.30127,34301270.0,17150635.0,7.535310200036394,7.234280204372412,-0.13664493485275475,,,,0.10220794781655496,,,,,,,,,,,CS2-,CS2-,5,A10
70,,,R5,out,CS2-,A11,0.5,-3,62.28606,62286060.0,31143030.0,7.794390859781232,7.493360864117251,-0.2844877122692715,,,,-0.04194715330475063,,,,,,,,,,,CS2-,CS2-,5,A11
71,,,R5,out,CS2-,A12,0.5,-3,104.061325,104061325.0,52030662.5,8.017289351413227,7.716259355749246,-0.16646863718217997,,,,0.5287361938850612,,,,,,,,,,,CS2-,CS2-,5,A12
72,,7.0,R5,out,CS3-,A1,0.5,-4,90.11467,901146700.0,450573350.0,8.954795496655395,8.653765500991414,-1.0852137710088066,8.225629268503882,0.6080350457000545,,-0.5639405648888456,,,,,,,,,,,CS3-,CS3-,5,A1
73,,,R5,out,CS3-,A2,0.5,-3,79.950531,79950531.0,39975265.5,7.902821352505069,7.601791356841088,0.011812922365964873,,,,-0.12521345474541157,,,,,,,,,,,CS3-,CS3-,5,A2
74,,,R5,out,CS3-,A3,0.5,-3,108.769943,108769943.0,54384971.5,8.036508900944314,7.735478905280333,-0.16159150550242085,,,,0.646765172507676,,,,,,,,,,,CS3-,CS3-,5,A3
75,,,R5,out,CS3-,A4,0.5,-3,99.464203,99464203.0,49732101.5,7.997666807009023,7.696636811345042,-0.1860645781616359,,,,0.12989673990997108,,,,,,,,,,,CS3-,CS3-,5,A4
76,,,R5,out,CS3-,A5,0.5,-3,98.36187,98361870.0,49180935.0,7.992826776705163,7.691796781041182,-0.1687431371657464,,,,0.7201973676962439,,,,,,,,,,,CS3-,CS3-,5,A5
77,,,R5,out,CS3-,A6,0.5,-3,111.306664,111306664.0,55653332.0,8.04652116659696,7.74549117093298,-0.14436764798888024,,,,1.7643425825037582,,,,,,,,,,,CS3-,CS3-,5,A6
78,,,R5,out,CS3-,A7,0.5,-3,46.078102,46078102.0,23039051.0,7.663494581788787,7.362464586124806,0.13885552378431498,,,,-0.03695918503984874,,,,,,,,,,,CS3-,CS3-,5,A7
79,,,R5,out,CS3-,A8,0.5,-3,76.14196,76141960.0,38070980.0,7.881624051966511,7.580594056302529,-0.13277101684583048,,,,-0.588529516429082,,,,,,,,,,,CS3-,CS3-,5,A8
80,,,R5,out,CS3-,A9,0.5,-3,78.560623,78560623.0,39280311.5,7.89520491882662,7.5941749231626385,-0.06316237576371453,,,,0.40097141510949896,,,,,,,,,,,CS3-,CS3-,5,A9
81,,,R5,out,CS3-,A10,0.5,-3,76.084404,76084404.0,38042202.0,7.881295642961201,7.58026564729722,-0.3459854429248077,,,,-0.24377749510825275,,,,,,,,,,,CS3-,CS3-,5,A10
82,,,R5,out,CS3-,A11,0.5,-5,58.814564,5881456400.0,2940728200.0,9.769484881886434,9.468454886222453,-1.9750940221052025,,,,-2.017041175409953,,,,,,,,,,,CS3-,CS3-,5,A11
83,,,R5,out,CS3-,A12,0.5,-4,48.451435,484514349.99999994,242257174.99999997,8.685306644201077,8.384276648537096,-0.6680172927878498,,,,-0.1392810989027886,,,,,,,,,,,CS3-,CS3-,5,A12
84,,8.0,R5,out,CS1-,B1,0.5,-4,24.445433,244454330.0,122227165.0,8.388197734291415,8.087167738627434,,7.956858662512421,0.4976235959010461,,0.24268238511142748,,,,,,,,,,,CS1-,CS1-,5,B1
85,,,R5,out,CS1-,B2,0.5,-4,19.547352,195473520.0,97736760.0,8.29108793361535,7.990057937951369,,,,,-0.08332916527250056,,,,,,,,,,,CS1-,CS1-,5,B2
86,,,R5,out,CS1-,B3,0.5,-4,23.39819,233981900.0,116990950.0,8.369182263247094,8.068152267583113,,,,,0.1857331198960317,,,,,,,,,,,CS1-,CS1-,5,B3
87,,,R5,out,CS1-,B4,0.5,-4,34.326653,343266530.0,171633265.0,8.535631459863442,8.23460146419946,,,,,-0.09776636301494435,,,,,,,,,,,CS1-,CS1-,5,B4
88,,,R5,out,CS1-,B5,0.5,-4,41.98016,419801600.0,209900800.0,8.623044089486607,8.322014093822627,,,,,0.20520139297318885,,,,,,,,,,,CS1-,CS1-,5,B5
89,,,R5,out,CS1-,B6,0.5,-4,17.873621,178736210.0,89368105.0,8.252212544728053,7.951182549064071,,,,,1.295073125740485,,,,,,,,,,,CS1-,CS1-,5,B6
90,,,R5,out,CS1-,B7,0.5,-3,25.159687,25159687.0,12579843.5,7.4007052339505615,7.09967523828658,,,,,0.41124611799636224,,,,,,,,,,,CS1-,CS1-,5,B7
91,,,R5,out,CS1-,B8,0.5,-3,25.218769,25218769.0,12609384.5,7.40172388360284,7.100693887938859,,,,,0.4234217802508118,,,,,,,,,,,CS1-,CS1-,5,B8
92,,,R5,out,CS1-,B9,0.5,-3,18.862921,18862921.0,9431460.5,7.275608945875044,6.974578950211063,,,,,0.49408157230616734,,,,,,,,,,,CS1-,CS1-,5,B9
93,,,R5,out,CS1-,B10,0.5,-3,45.203854,45203854.0,22601927.0,7.655175463563149,7.354145467899168,,,,,0.5190096402605526,,,,,,,,,,,CS1-,CS1-,5,B10
94,,,R5,out,CS1-,B11,0.5,-3,56.465149,56465149.0,28232574.5,7.751780478492562,7.450750482828581,,,,,-0.21896238642327237,,,,,,,,,,,CS1-,CS1-,5,B11
95,,,R5,out,CS1-,B12,0.5,-3,34.510712,34510712.0,17255356.0,7.537953919432933,7.236923923768952,,,,,0.17322234021613347,,,,,,,,,,,CS1-,CS1-,5,B12
96,,9.0,R5,out,CS2-,B1,0.5,-4,37.417599,374175990.0,187087995.0,8.573075916394737,8.272045920730756,,8.35114087214317,0.23870317586211728,,0.057804203008105404,,,,,,,,,,,CS2-,CS2-,5,B1
97,,,R5,out,CS2-,B2,0.5,-4,37.760925,377609250.0,188804625.0,8.577042624330359,8.276012628666377,,,,,-0.36928385598750957,,,,,,,,,,,CS2-,CS2-,5,B2
98,,,R5,out,CS2-,B3,0.5,-4,35.495609,354956090.0,177478045.0,8.550174631786994,8.249144636123013,,,,,0.004740751356131057,,,,,,,,,,,CS2-,CS2-,5,B3
99,,,R5,out,CS2-,B4,0.5,-4,19.13448,191344800.0,95672400.0,8.281816664302918,7.980786668638936,,,,,0.15604843254557998,,,,,,,,,,,CS2-,CS2-,5,B4
100,,,R5,out,CS2-,B5,0.5,-4,30.329987,303299870.0,151649935.0,8.481872224163961,8.18084222849998,,,,,0.3463732582958343,,,,,,,,,,,CS2-,CS2-,5,B5
101,,,R5,out,CS2-,B6,0.5,-4,33.869816,338698160.0,169349080.0,8.529812837317742,8.22878284165376,,,,,1.017472833150796,,,,,,,,,,,CS2-,CS2-,5,B6
102,,,R5,out,CS2-,B7,0.5,-4,15.737806,157378060.0,78689030.0,8.19694418745711,7.895914191793128,,,,,-0.3849928355101859,,,,,,,,,,,CS2-,CS2-,5,B7
103,,,R5,out,CS2-,B8,0.5,-4,16.692497,166924970.0,83462485.0,8.222521306853487,7.921491311189506,,,,,-0.39737564299983497,,,,,,,,,,,CS2-,CS2-,5,B8
104,,,R5,out,CS2-,B9,0.5,-4,23.999352,239993519.99999997,119996759.99999999,8.38019951560229,8.07916951993831,,,,,-0.6105089974210793,,,,,,,,,,,CS2-,CS2-,5,B9
105,,,R5,out,CS2-,B10,0.5,-4,5.741629,57416290.0,28708145.0,7.759035126778002,7.458005131114021,,,,,0.415149977045699,,,,,,,,,,,CS2-,CS2-,5,B10
106,,,R5,out,CS2-,B11,0.5,-4,15.430448,154304480.0,77152240.0,8.188378535337511,7.887348539673531,,,,,-0.6555604432682216,,,,,,,,,,,CS2-,CS2-,5,B11
107,,,R5,out,CS2-,B12,0.5,-4,29.704134,297041340.0,148520670.0,8.472816895392938,8.171786899728957,,,,,-0.7616406357438716,,,,,,,,,,,CS2-,CS2-,5,B12
108,,10.0,R5,out,CS3-,B1,0.5,-4,53.247971,532479710.0,266239855.0,8.72630306374848,8.425273068084499,,7.722038052280688,0.4494298644182871,,-0.09542294434563736,,,,,,,,,,,CS3-,CS3-,5,B1
109,,,R5,out,CS3-,B2,0.5,-3,61.861835,61861835.0,30930917.5,7.791422798282009,7.490392802618028,,,,,0.4163359700608398,,,,,,,,,,,CS3-,CS3-,5,B2
110,,,R5,out,CS3-,B3,0.5,-3,62.03587,62035870.0,31017935.0,7.792642877215164,7.491612881551183,,,,,0.7622725059279611,,,,,,,,,,,CS3-,CS3-,5,B3
111,,,R5,out,CS3-,B4,0.5,-3,56.278358,56278358.0,28139179.0,7.75034141779714,7.4493114221331584,,,,,0.6875236790513579,,,,,,,,,,,CS3-,CS3-,5,B4
112,,,R5,out,CS3-,B5,0.5,-3,44.08147,44081470.0,22040735.0,7.644256068653248,7.343226072989267,,,,,1.1839894138065477,,,,,,,,,,,CS3-,CS3-,5,B5
113,,,R5,out,CS3-,B6,0.5,-3,47.759933,47759933.0,23879966.5,7.679063708871926,7.378033713207945,,,,,1.8682219615966122,,,,,,,,,,,CS3-,CS3-,5,B6
114,,,R5,out,CS3-,B7,0.5,-3,16.416302,16416302.000000002,8208151.000000001,7.215275332937517,6.9142453372735355,,,,,0.5966760190094069,,,,,,,,,,,CS3-,CS3-,5,B7
115,,,R5,out,CS3-,B8,0.5,-4,27.292315,272923150.0,136461575.0,8.436040375137999,8.135010379474018,,,,,-0.610894711284347,,,,,,,,,,,CS3-,CS3-,5,B8
116,,,R5,out,CS3-,B9,0.5,-3,26.558952,26558952.0,13279476.0,7.424210934039477,7.123180938375496,,,,,0.3454795841417342,,,,,,,,,,,CS3-,CS3-,5,B9
117,,,R5,out,CS3-,B10,0.5,-3,22.27833,22278330.0,11139165.0,7.347882632688067,7.046852637024085,,,,,0.8263024711356346,,,,,,,,,,,CS3-,CS3-,5,B10
118,,,R5,out,CS3-,B11,0.5,-3,20.507036,20507036.0,10253518.0,7.311902893821968,7.010872898157987,,,,,0.22091519824732142,,,,,,,,,,,CS3-,CS3-,5,B11
119,,,R5,out,CS3-,B12,0.5,-3,35.084438,35084438.0,17542219.0,7.545114524175261,7.24408452851128,,,,,0.16606173547380543,,,,,,,,,,,CS3-,CS3-,5,B12
156,2022-10-17,1.0,R6,in,1+,A1,0.6,-7,32.828903,328289029999.99994,196973417999.99997,11.516256370727923,11.294407621111567,,11.642667357775315,0.07817717644378813,,,,,,,,,,,,,+,i,6,A1
157,,,R6,in,1+,A2,0.6,-7,47.554852,475548519999.99994,285329111999.99994,11.677194834403283,11.455346084786926,,,,,,,,,,,,,,,,+,i,6,A2
158,,,R6,in,1+,A3,0.6,-7,39.897919,398979190000.0,239387514000.0,11.600950244298632,11.379101494682276,,,,,,,,,,,,,,,,+,i,6,A3
159,,,R6,in,1+,A4,0.6,-7,45.115246,451152460000.0,270691476000.0,11.654323329788602,11.432474580172245,,,,,,,,,,,,,,,,+,i,6,A4
160,,,R6,in,1+,A5,0.6,-7,45.5513,455513000000.0,273307800000.0,11.658500775925264,11.436652026308908,,,,,,,,,,,,,,,,+,i,6,A5
161,,,R6,in,1+,A6,0.6,-7,56.076202,560762020000.0,336457212000.0,11.748778591508191,11.526929841891835,,,,,,,,,,,,,,,,+,i,6,A6
162,,,R6,out,1+,A1,0.5,-3,23.611052,23611052.0,11805526.0,7.373115337676635,7.072085342012654,4.222322279098913,7.909496749201803,0.46722331610597156,,,,,,,,,,,,,+,+,6,A1
163,,,R6,out,1+,A2,0.5,-4,28.45085,284508500.0,142254250.0,8.454095245943574,8.153065250279592,3.302280834507334,,,,,,,,,,,,,,,+,+,6,A2
164,,,R6,out,1+,A3,0.5,-3,47.129421,47129421.0,23564710.5,7.673292104345895,7.372262108681913,4.006839386000363,,,,,,,,,,,,,,,+,+,6,A3
165,,,R6,out,1+,A4,0.5,-3,52.412361,52412361.0,26206180.5,7.719433723644145,7.418403727980164,4.014070852192082,,,,,,,,,,,,,,,+,+,6,A4
166,,,R6,out,1+,A5,0.5,-3,51.71508,51715080.0,25857540.0,7.713617200847019,7.412587205183038,4.02406482112587,,,,,,,,,,,,,,,+,+,6,A5
167,,,R6,out,1+,A6,0.5,-4,33.375431,333754310.0,166877155.0,8.523426882753549,8.222396887089568,3.3045329548022675,,,,,,,,,,,,,,,+,+,6,A6
168,,2.0,R6,in,1+,A7,0.6,-7,37.364311,373643110000.0,224185866000.0,11.57245697825131,11.350608228634954,,11.65160582204152,0.44429481318282443,,,,,,,,,,,,,+,i,6,A7
169,,,R6,in,1+,A8,0.6,-8,16.033081,1603308100000.0,961984860000.0,12.205016986653964,11.983168237037608,,,,,,,,,,,,,,,,+,i,6,A8
