well_027e,sel_plate,sel_well,expt,selection,category,antigen,genotype_pair,genotype_CS,background_CS,strain_CS,loc_CS,cond_CS,genotype_S,background_S,strain_S,loc_S,cond_S,cond_notes,bflm,swim,twitch,swarm,PMB-R,FEP-R,TET-R,CIP-R,CHL-R,GEN-R,ERY-R,IPM-R,cdiGMP,FliC,FliCa,FliCb,FlgEHKL,PilQ,PilA,PilB,LasA,LasB,Apr,XcpQ,ToxA,EstA,LepA,PlpD,Phz,Pcn,Pvd,Hcn,Rhl,T3SS,T6SS,Pel,Psl,CdrB,SCV,Mucoid,Alginate,OprM,OprJ,OprN,OprOP,OpdH,OprD,OprL,OprF,OprG,OprH,OprB,MexAB,MexCD,MexEF,MexJK,MexXY,MexGHI,PirA,Pfu,TonB,FptA,FpvA,PfeA,CupB5,CupA,CupB,CupC,CupD,LPS-LipidA-Palmitoyl,L-LipidA-Ara4N,LPS-CPA,LPS-OSA,LPS-galU,LPS-rough,LPS
,2,D3,027i,2.D3,regulator,pleotropic,phoP/phoQ,phoP::Tn,PA14,NR_40573,9-3	A3,,phoQ::Tn,PA14,NR_33095,5-4	G3,,"PhoPQ TCS involved in regulating virulence and other bacterial functions. phoQ mutation induces causes addition of L-Ara4N and palmitate to LPS lipid A, conferring polymyxin B and colistin resistance [@Miller:2011ht] [@Gellatly:2012bh]; upregulation of structural porin OprH [@Chevalier:2017ck] [@Macfarlane:1999fg]; impaired cytotoxicity, twitching motility, and biofilm formation; and transcriptional changes in numerous other regulators (↑ algU, ↓ fhp ) [@Gooderham:2009ej]",-1.0,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
,2,D4,027i,2.D4,regulator,pleotropic,WT/phoQ,WT,PA14,430,,,phoQ::Tn,PA14,NR_33095,5-4	G3,,see 2-D3,-1.0,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
,2,D5,027i,2.D5,regulator,pleotropic,phoQ/WT,phoQ::Tn,PA14,NR_33095,5-4	G3,,WT,PA14,430,,,see 2-D3,1.0,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,
E5,2,D6,027i,2.D6,regulator,pleotropic,rpoS/WT,rpoS::Tn,PA14,NR_32095,No grow 3	A10,,WT,PA14,430,,,"rpoS encodes the stationary-phase sigma factor σ^s which has an extensive regulon [@Schulz:2015cm]; deletion mutant transcriptional changes: ↑ genes involved in nitrate metabolism, rsmY, fpvA, phenazine biosynthesis, ↓ genes involved in chemotaxis (cheABDWY). RpoS activation decreases alginate and increases PCN [@Sonnleitner:2003jw]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
E6,2,D7,027i,2.D7,regulator,pleotropic,WT/rpoS,WT,PA14,430,,,rpoS::Tn,PA14,NR_32095,No grow 3	A10,,see 2-D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,
H1,2,D8,027i,2.D8,regulator,??,rbdA,rbdA#PA14_53140::Tn,PA14,NR_41299,10-4	B7,,WT,PA14,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,2,D9,027i,2.D9,regulator,pleotropic,pmrA/WT,pmrA::Tn,PA14,NR_48321,12-3	B8,,WT,PA14,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,
H3,2,D10,027i,2.D10,regulator,pleotropic,pmrB/WT,pmrB::Tn,PA14,NR_24651,1-4	B5,,WT,PA14,430,,,PmrAB is a TCS; pmrB mutation leads to constitutive activation of system; mutants have Aminoarabinose addition to LPS Lipid A and are polymyxin resistant [@Moskowitz:2004hy],,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
H4,2,D11,027i,2.D11,regulator,pleotropic,envZ (amgS),envZ::Tn,PA14,NR_54624,13-3	C5,,WT,PA14,430,,,AmgRS is a TCS that activates MexXY [@Li:2015fx]; Tn-insertions in amgR and amgS are selected against in tobramycin [@Gallagher:2010jc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,2,D12,027i,2.D12,regulator,pleotropic,phoP/phoQ,phoP::Tn,PA14,NR_40573,9-3	A3,,phoQ::Tn,PA14,NR_33095,5-4	G3,,see 2-D3,-1.0,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
H7,2,E1,027i,2.E1,secretion,T6SS,gacA/retS,gacA::Tn(GmR) fliC::TcR ∆pilA,PAO1,Tom#220,,,retS::Tn(GmR) fliC::TcR ∆pilA,PAO1,Tom#223,,,See 1-D12. These strains are from Tn insertions in [@Murray:2008cs]. ,,,,,,,,,,,,,,0.0,,,-1.0,-1.0,0.0,,,,,,,,,,,,,,,-1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8,2,E2,027i,2.E2,regulator,pleotropic,SA113/ladS,,SA113,,,,ladS#PA14_19340::Tn,PA14,NR_29763,4-2	D6,,"LadS antagonizes RetS, downregulating Psl/Psl and upregulating T3SS [@Mikkelsen:2011ika]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H9,2,E3,027i,2.E3,regulator,pleotropic,hfq/WT,∆hfq,PA103,249,,,WT,PA103,209,,,"Hfq is an RNA chaperone that activates rpoS and regulates hundreds of other genes [@Pusic:2021jw]. hfq mutants have decreased elastase, increased PCN (via rpoS), decreased alginate (via rpoS), loss of swarming motility, and reduced virulence in wax moth infection model  [@Sonnleitner:2003jw]; hfq mutation affects ~300 genes directly, (including ↑ mexGHI, oprD, oprB, opmD, cupA2;  ↓ oprG, lasA, pvdA, pvdS, fptA, rmlC); hfq also affects QS systems by activating RhlI (via RsmY), activating QscR, and activating PqsH [@Sonnleitner:2006fn]",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-1.0,1.0,,,,,,,,,,1.0,,,,,,-1.0,,,1.0,,-1.0,,,,,,-1.0,,,,1.0,,,,-1.0,,,,,,,,,,
H10,2,E4,027i,2.E4,regulator,pleotropic,WT/hfq,WT,PA103,209,,,∆hfq,PA103,249,,,"Hfq is an RNA chaperone that activates rpoS and regulates hundreds of other genes [@Pusic:2021jw]. hfq mutants have decreased elastase, increased PCN (via rpoS), decreased alginate (via rpoS), loss of swarming motility, and reduced virulence in wax moth infection model  [@Sonnleitner:2003jw]; hfq mutation affects ~300 genes directly, (including ↑ mexGHI, oprD, oprB, opmD, cupA2;  ↓ oprG, lasA, pvdA, pvdS, fptA, rmlC); hfq also affects QS systems by activating RhlI (via RsmY), activating QscR, and activating PqsH [@Sonnleitner:2006fn]",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,-1.0,,,,,,,,,,-1.0,,,,,,1.0,,,-1.0,,1.0,,,,,,1.0,,,,-1.0,,,,1.0,,,,,,,,,,
H11,2,E5,027i,2.E5,regulator,pleotropic,flhF/flhF-vfr,∆flhF ∆vfr,PAK,1176,,,∆flhF ∆vfr,PAK,1176,,,disregard; this should have been ∆vfr ∆flhF vs ∆flhF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H12,2,E6,027i,2.E6,regulator,pleotropic,flhF-vfr/flhF,∆flhF,PAK,348,,,∆flhF ∆vfr,PAK,1176,,,"Vfr binds cAMP (homolog to CRP in Ec) and predominantly promotes acute virulence, controlling >200 genes (inc. ↑ T4P, T3SS, T2SS, secreted toxins inc. ToxA, las and rhl QS systems; ↓ fleQ) [@Coggan:2012td]",,,,,,,,,,,,,,1.0,,,1.0,-1.0,-1.0,,,,,-1.0,-1.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9,2,E7,027i,2.E7,secretion,???,bamB/WT,bamB#PA14_14910::Tn,PA14,NR_40644,9-3	A8,,WT,PA14,430,,,"BamB is a non-essential component of the beta barrel assembly machinery (BAM); Tn-insertions increased susceptibility to vancomycin and rifampicin [@Rundell:2020bq]. This gene only annotated as bamB in PAK (PAKAF_RS05830), but chromosomal locus looks similar in PAO1 and PA14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10,2,E8,027i,2.E8,secretion,???,bamC/WT,bamC#PA14_51260::Tn,PA14,NR_38046,8-2	A4,,WT,PA14,430,,,BamC is a non-essential component of the BAM system; Tn-insertions increased susceptibility to vancomycin [@Rundell:2020bq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,E9,027i,2.E9,secretion,T6SS,WT/mvfR (pqsR),mvfR::Tn,PA14,NR_47015,12-1	G5,,WT,PA14,430,,,PqsR (aka MvfR) is a transcriptional activator that activates the pqsABCDE operon; pqsR mutation eliminates all AQ and Pcn production [@Lee:2015bh]. MvfR inhibits T6SS HSI-I but activates HSI-II and HSI-III [@Chen:2015ih],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,E10,027i,2.E10,secretion,T6SS,gacA/retS,gacA::Tn(GmR) fliC::TcR ∆pilA,PAO1,Tom#220,,,retS::Tn(GmR) fliC::TcR ∆pilA,PAO1,Tom#223,,,See 1-D12. These strains are from Tn insertions in [@Murray:2008cs]. ,,,,,,,,,,,,,,0.0,,,-1.0,-1.0,0.0,,,,,,,,,,,,,,,-1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,E11,027i,2.E11,secretion,T6SS,gacA/retS,gacA::Tn(GmR) fliC::TcR ∆pilA,PAO1,Tom#220,,,retS::Tn(GmR) fliC::TcR ∆pilA,PAO1,Tom#223,,,See 1-D12. These strains are from Tn insertions in [@Murray:2008cs]. ,,,,,,,,,,,,,,0.0,,,-1.0,-1.0,0.0,,,,,,,,,,,,,,,-1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,2,E12,027i,2.E12,secretion,T3SS,retS/exsD,∆retS#PA103_4856,PA103,47,,,∆exsD,PA103,408,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F1,027i,2.F1,secretion,T2SS sec secretion products,sec/WT,secB::Tn,PA14,NR_46670,12-1	D12,,WT,PA14,430,,,"Sec is one of two (Tat is the other)  IM secretion systems (from cytoplasm to periplasm) that feed T2SS transporters in the OM. SecA is essential, secB deletion abrogates most but not all Sec translocation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F2,027i,2.F2,secretion,T2SS tat secretion products,tatC/WT,tatC::Tn,PA14,NR_54153,13-2	D11,,WT,PA14,430,,,"Tat is the other, Sec-independent IM transporter system (from cytoplasm to periplasm) for T2SS substrates. TatC is essential for all known tat-system translocons [@Voulhoux:2001fz]. Tat repertoire? [@Lewenza:2005cj]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F3,027i,2.F3,secretion,lon protease,lon/WT,lon::Tn,PA14,NR_29158,4-1	A9,,WT,PA14,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F4,027i,2.F4,secretion,disulfide reductase dependent secretion products,dsbM/WT,dsbM#PA14_00700::Tn,PA14,NR_27274,3-1	B6,,WT,PA14,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F5,027i,2.F5,secretion,bam system secretion products,bamB/WT,bamB#PA14_14910::Tn,PA14,NR_40644,9-3	A8,,WT,PA14,430,,,"BamB is a non-essential component of the beta barrel assembly machinery (BAM) only annotated as bamB in PAK (PAKAF_RS05830), but chromosomal locus looks similar in PAO1 and PA14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F6,027i,2.F6,secretion,T1SS Apr,aprF/WT,aprF::Tn,PA14,NR_41032,9-3	G8,,WT,PA14,430,,,AprF is T1SS for alkaline protease AprA [@Filloux:2011dl],,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F7,027i,2.F7,secretion,T5aSS EstA,estA/WT,estA::Tn,PA14,NR_53827,13-1	H9,,WT,PA14,430,,,EstA C-terminus is a T5aSS autotransporter for lipase EstA [@Filloux:2011dl],,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F8,027i,2.F8,secretion,T2SS sec secretion products,sec/WT,secB::Tn,PA14,NR_46670,12-1	D12,,WT,PA14,430,,,See 2-F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F9,027i,2.F9,secretion,T5dSS PlpD,plpD/WT,plpD#PA14_20870::Tn,PA14,NR_29037,3-4	G6,,WT,PA14,430,,,"PlpD is an atypical T5aSS autotransporter, w/ features of T5bSS [@Filloux:2011dl]",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F10,027i,2.F10,secretion,T5bSS LepA,lepA/WT,lepA::Tn,PA14,NR_38761,8-3	A11,,WT,PA14,430,,,"LepA is the passenger/TpsA component of a T5bSS (two-partner) (TpsB = LepB); LepA is a trypsin-like serine protease, ?eukaryotic cell adhesin  [@Filloux:2011dl]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F11,027i,2.F11,secretion,T2SS tat secretion products,tatC/WT,tatC::Tn,PA14,NR_54153,13-2	D11,,WT,PA14,430,,,See 2-F2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,F12,027i,2.F12,secretion,T5bSS LepB,lepB/WT,lepB::Tn,PA14,NR_29869,4-2	F8,,WT,PA14,430,,,LepB is the transporter/TpsB component of a T5bSS (two-partner) (TpsA = LepA) [@Filloux:2011dl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G1,027i,2.G1,clinical isolate,,,,SA113,,,,,,AP#1018,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G2,027i,2.G2,clinical isolate,,,,SA113,,,,,,AP#1030,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G3,027i,2.G3,clinical isolate,,,,SA113,,,,,,AP#1076,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G4,027i,2.G4,clinical isolate,,,,SA113,,,,,,AP#1085,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G5,027i,2.G5,clinical isolate,,,,SA113,,,,,,AP#1089,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G6,027i,2.G6,clinical isolate,,,,SA113,,,,,,AP#1153,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G7,027i,2.G7,clinical isolate,,,,SA113,,,,,,AP#1156,,,urine cx from AP#1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G8,027i,2.G8,clinical isolate,,,,SA113,,,,,,AP#1157,,,peritoneal dialysis catheter cx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G9,027i,2.G9,clinical isolate,,,,SA113,,,,,,AP#1198,,,sputum cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G10,027i,2.G10,clinical isolate,,,,SA113,,,,,,AP#1236,,,trach isolate from AP#1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G11,027i,2.G11,clinical isolate,,,,SA113,,,,,,AP#1264B,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,G12,027i,2.G12,clinical isolate,,,,SA113,,,,,,AP#1247A,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H1,027i,2.H1,clinical isolate,,,,SA113,,,,,,AP#1321A,,,BAL cx isolate from AP#1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H2,027i,2.H2,clinical isolate,,,,SA113,,,,,,AP#1336A,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H3,027i,2.H3,clinical isolate,,,,SA113,,,,,,AP#1160,,,blood cx isolate from AP#1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H4,027i,2.H4,clinical isolate,,,,SA113,,,,,,AP#1353,,,chronic sputum isolate from AP#1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H5,027i,2.H5,clinical isolate,,,,SA113,,,,,,AP#1363,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H6,027i,2.H6,clinical isolate,,,,SA113,,,,,,AP#1364,,,trach isolate from AP#1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H7,027i,2.H7,clinical isolate,,,,SA113,,,,,,AP#1358,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H8,027i,2.H8,clinical isolate,,,,SA113,,,,,,AP#1377,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H9,027i,2.H9,clinical isolate,,,,SA113,,,,,,AP#1424,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H10,027i,2.H10,clinical isolate,,,,SA113,,,,,,AP#1429,,,chronic sputum isolate from AP#1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H11,027i,2.H11,clinical isolate,,,,SA113,,,,,,AP#1469A,,,chronic sputum isolate from AP#1336A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,H12,027i,2.H12,clinical isolate,,,,SA113,,,,,,AP#1474,,,blood cx isolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
